arab	engl	desc	info	phon	line
ﺗﻤﺒﻠﺒﺎي	cooking pot	n	NA	tambalbaay	tambalbaay ‫ ﺗﻤﺒﻠﺒﺎي‬n cooking pot
ﺗﻤﻜﯿﻦ	empowerment	n	NA	tamkiin	tamkiin ‫ ﺗﻤﻜﯿﻦ‬n empowerment
ّ ﺗﻢ	to finish, complete	vt	i, tamm	tamma ّ	tamma ّ‫ ﺗﻢ‬vt (i, tamm) to finish, complete • vi (i, tamma) to be finished, completed
ّ ﺗﻢ	to be finished, completed	vi	i, tamma	tamma ّ	tamma ّ‫ ﺗﻢ‬vt (i, tamm) to finish, complete • vi (i, tamma) to be finished, completed
ﺗﻤّﻢ	to stand at attention	vi	NA	tammam	tammam ‫ ﺗﻤّﻢ‬vi (tamaam) 1 (mil) to stand at attention 2 (ʿala) to check attendance at school
ﺗﻤّﻢ	to check attendance at school	vi	NA	tammam	tammam ‫ ﺗﻤّﻢ‬vi (tamaam) 1 (mil) to stand at attention 2 (ʿala) to check attendance at school
ﺗﻤّﻦ	to determine the value of sth.	vt	timmeen	tamman	tamman ‫ ﺗﻤّﻦ‬vt (timmeen) to determine the value of sth.
ﺗﻤﺮﯾﻦ	exercise, drill	n	pl -aat, tamaariin	tamriin	tamriin ‫ ﺗﻤﺮﯾﻦ‬n (pl -aat, tamaariin) exercise, drill
ﺗﻤﺴﯿﻞ	acting (as in theatre)	n	NA	tamsiil	tamsiil ‫ ﺗﻤﺴﯿﻞ‬n 1 acting (as in theatre) 2 representation
ﺗﻤﺴﯿﻞ	representation	n	NA	tamsiil	tamsiil ‫ ﺗﻤﺴﯿﻞ‬n 1 acting (as in theatre) 2 representation
ﺗﻤﺴﯿﻠﯿّﺔ	theatrical performance; radio play stammer, stutter	n	NA	tamsiiliyya	tamsiiliyya ‫ ﺗﻤﺴﯿﻠﯿّﺔ‬n theatrical performance; radio play stammer, stutter
ﺗﻤﺮ	date(s) (fruit)	coll n	unit n tamra	tamur	tamur ‫ ﺗﻤﺮ‬coll n (unit n tamra) date(s) (fruit)
ﺗﻤﻮﯾﻞ	funding; sponsorship	n	NA	tamwiil	tamwiil ‫ ﺗﻤﻮﯾﻞ‬n funding; sponsorship
ﺗﻤﯿﯿﺰ	discrimination; tamyiiz ʿunṣuri racial discrimination; tamyiiz ḍidd al-marꞌa discrimination against women	n	NA	tamyiiz	tamyiiz ‫ ﺗﻤﯿﯿﺰ‬n discrimination; tamyiiz ʿunṣuri racial discrimination; tamyiiz ḍidd al-marꞌa discrimination against women
ﺗﻨﻰ	to bend (materials)	vt	-i, tani, taniya	tana	tana ‫ ﺗﻨﻰ‬vt (-i, tani, taniya) to bend (materials)
ﺗﻨﺎﻗﺾ	contradiction	n	pl -aat	tanaaquḍ	tanaaquḍ ‫ ﺗﻨﺎﻗﺾ‬n (pl -aat) contradiction
ﺗﻨﺎزل	condescension, yielding; concession	n	pl -aat	tanaazul	tanaazul ‫ ﺗﻨﺎزل‬n (pl -aat) condescension, yielding; concession
ﺗﻨﺒّﻮ	prediction, forecast; prophecy	n	pl -ꞌaat	tanabbu	tanabbu ‫ ﺗﻨﺒّﻮ‬n (pl -ꞌaat) prediction, forecast; prophecy
ﺗﻨﻮّع	variety, diversity	n	NA	tanawwuʿ	tanawwuʿ ‫ ﺗﻨﻮّع‬n variety, diversity
ﺗﻨﻔﯿﺰ	execution of orders, implementation	n	pl -aat	tanfiiz	tanfiiz ‫ ﺗﻨﻔﯿﺰ‬n (pl -aat) execution of orders, implementation
ﺗﻨﻘﯿﺔ	refinement (e.g. of petrol, sugar)	n	NA	tangiya	tangiya ‫ ﺗﻨﻘﯿﺔ‬n refinement (e.g. of petrol, sugar)
ﺗﻨﺠﯿﺪ	upholstery	n	NA	tanjiid	tanjiid ‫ ﺗﻨﺠﯿﺪ‬n 1 upholstery 2 stuffing (e.g. of mattresses)
ﺗﻨﺠﯿﺪ	stuffing (e.g. of mattresses)	n	NA	tanjiid	tanjiid ‫ ﺗﻨﺠﯿﺪ‬n 1 upholstery 2 stuffing (e.g. of mattresses)
ﺗﻨﻚ	tank (for petrol, gas, water)	n	pl -aat, tunukka	tank	tank ‫ ﺗﻨﻚ‬n (pl -aat, tunukka) tank (for petrol, gas, water)
ﺗﻨﻜﺮ	tanker (lorry, for water)	n	pl tanaakir	tankar	tankar ‫ ﺗﻨﻜﺮ‬n (pl tanaakir) tanker (lorry, for water)
ﺗﻨﻤﯿﺔ	development, growth	n	NA	tanmiya	tanmiya ‫ ﺗﻨﻤﯿﺔ‬n development, growth
ﺗﻨّﻰ	to do sth. again, do sth. for a second time	vt	-i, tanna, tinneey	tanna	tanna ‫ ﺗﻨّﻰ‬vt (-i, tanna, tinneey) to do sth. again, do sth. for a second time
ﺗﻨﻘﯿﺔ	purification	n	NA	tanqiya	tanqiya ‫ ﺗﻨﻘﯿﺔ‬n purification
ﺗﻨﺴﯿﻖ	coordination	n	NA	tansiiq	tansiiq ‫ ﺗﻨﺴﯿﻖ‬n coordination
ﺗﻨﻮﯾﺮ	enlightenment; briefing; gaddam tanwiir to brief	n	pl -aat	tanwiir	tanwiir ‫ ﺗﻨﻮﯾﺮ‬n (pl -aat) enlightenment; briefing; gaddam tanwiir to brief
ﺗﻨﻈﯿﻢ	arrangement, organization	n	pl -aat	tanẓiim	tanẓiim ‫ ﺗﻨﻈﯿﻢ‬n (pl -aat) arrangement, organization
ﺗﻘﺎﻟﯿﺪ	pl traditions	n	NA	taqaaliid	taqaaliid ‫ ﺗﻘﺎﻟﯿﺪ‬n pl traditions
ﺗﻘﺪّم	progress	n	NA	taqaddum	taqaddum ‫ ﺗﻘﺪّم‬n progress
ﺗﻘﺪﯾﺮ	estimate; assessment	n	NA	taqdiir	taqdiir ‫ ﺗﻘﺪﯾﺮ‬n (pl -aat) 1 estimate; assessment 2 appreciation
ﺗﻘﺪﯾﺮ	appreciation	n	NA	taqdiir	taqdiir ‫ ﺗﻘﺪﯾﺮ‬n (pl -aat) 1 estimate; assessment 2 appreciation
ﺗﻘﻲ	pious	adj	NA	taqi	taqi ‫ ﺗﻘﻲ‬adj pious
ﺗﻘﻨﻲ	technical	adj	NA	taqni	taqni ‫ ﺗﻘﻨﻲ‬adj technical
ﺘﻘﺭﻴﺏ	be-t-taqriib about, approximately	n	NA	taqriib	taqriib ‫ ﺘﻘﺭﻴﺏ‬n be-t-taqriib about, approximately
ﺗﻘﺮﯾﺒﺎ	approximately, about	adv	NA	taqriiban	taqriiban ‫ ﺗﻘﺮﯾﺒﺎ‬adv approximately, about
ﺗﻘﻮة	piety	n	NA	taqwa	taqwa ‫ ﺗﻘﻮة‬n piety
ﺗﻘﯿﯿﻢ	evaluation; assessment	n	pl -aat	taqyiim	taqyiim ‫ ﺗﻘﯿﯿﻢ‬n (pl -aat) evaluation; assessment
ﺗﺮﻋﺔ	belch	n	NA	tarʿa	tarʿa ‫ ﺗﺮﻋﺔ‬n belch
ﺘﺭﻯ	ya tara I wonder	part	NA	tara	tara ‫ ﺘﺭﻯ‬part ya tara I wonder
ﺗﺮاﻛﻢ	accumulation	n	NA	taraakum	taraakum ‫ ﺗﺮاﻛﻢ‬n accumulation
ﺗﺮاوﯾﺢ	pl Ramadan prayers, prayed in the mosque after breakfast	n	NA	taraawiiḥ	taraawiiḥ ‫ ﺗﺮاوﯾﺢ‬n pl Ramadan prayers, prayed in the mosque after breakfast
ﺗﺮﺑﯿﺰة	table	n	pl -aat, taraabiiz	tarabeeza	tarabeeza ‫ ﺗﺮﺑﯿﺰة‬n (pl -aat, taraabiiz) table
ﺗﺮدّد	hesitation	n	NA	taraddud	taraddud ‫ ﺗﺮدّد‬n hesitation
ﺗﺮﻛﺘﺮ	tractor	n	pl -aat	taraktar	taraktar ‫ ﺗﺮﻛﺘﺮ‬n (pl -aat) tractor
ﺗﺮﻟّﻠّﻲ	ad, crazy	adj m	NA	tarallelli	tarallelli ‫ ﺗﺮﻟّﻠّﻲ‬adj mad, crazy
ﺗﺮس	embankment, dyke	n	pl turuus	taras	taras ‫ ﺗﺮس‬n (pl turuus) embankment, dyke
ﺗﺮﺑﺎل	farm labourer	n	pl taraabla	tarbaal	tarbaal ‫ ﺗﺮﺑﺎل‬n (pl taraabla) farm labourer
ﺗﺮﺑﺎس	bolt	n	taraabiis	tarbaas	tarbaas ‫ ﺗﺮﺑﺎس‬n (taraabiis) bolt
ﺗﺮﺑﺲ	to bolt	vt	tirbees, tarbasa	tarbas	tarbas ‫ ﺗﺮﺑﺲ‬vt (tirbees, tarbasa) to bolt
ﺗﺮﺑﯿﺔ	upbringing, education	n	NA	tarbiya	tarbiya ‫ ﺗﺮﺑﯿﺔ‬n upbringing, education
ﺗﺮﻗﻊ	to burst open	vi	NA	targaʿ	targaʿ ‫ ﺗﺮﻗﻊ‬(tirgeeʿ, targaʿa) vi to burst open • vt to cause to burst open
ﺗﺮﻗﻊ	to cause to burst open	vt	NA	targaʿ	targaʿ ‫ ﺗﺮﻗﻊ‬(tirgeeʿ, targaʿa) vi to burst open • vt to cause to burst open
ﺗﺮﻗﯿﺔ	promotion (by grade)	n	NA	targiya	targiya ‫ ﺗﺮﻗﯿﺔ‬n promotion (by grade)
ﺗﺮﺣﯿﻞ	transportation (persons)	n	NA	tarḥiil	tarḥiil ‫ ﺗﺮﺣﯿﻞ‬n transportation (persons)
ﺗﺮﺟﻢ	to translate	vi	tarjama	tarjam	tarjam ‫ ﺗﺮﺟﻢ‬vi (tarjama) to translate
ﺗﺮﺟﻤﺔ	translation tarjama fawriyya simultaneous translation	n	NA	tarjama	tarjama ‫ ﺗﺮﺟﻤﺔ‬n translation tarjama fawriyya simultaneous translation
ﺗﺮﻛﺶ	to leave ajar	vt	tirkeesh, tarkasha	tarkash	tarkash ‫ ﺗﺮﻛﺶ‬vt (tirkeesh, tarkasha) to leave ajar
ﺗﺮﻛﯿﺐ	compound, combination	n	pl -aat	tarkiib	tarkiib ‫ ﺗﺮﻛﯿﺐ‬n (pl -aat) compound, combination
ﺗﺮﻛﯿﺒﺔ	compound, mixture	n	pl -aat, taraakiib	tarkiiba	tarkiiba ‫ ﺗﺮﻛﯿﺒﺔ‬n (pl -aat, taraakiib) compound, mixture
ﺗﺮﻛﯿﺰ	concentration	n	NA	tarkiiz	tarkiiz ‫ ﺗﺮﻛﯿﺰ‬n concentration
ﺗﺮﻣﯿﻢ	renovation	n	pl -aat	tarmiim	tarmiim ‫ ﺗﺮﻣﯿﻢ‬n (pl -aat) renovation
ﺗﺮﻧﯿﻤﺔ	church song	n	pl taraaniim	tarniima	tarniima ‫ ﺗﺮﻧﯿﻤﺔ‬n (pl taraaniim) church song
ّ ﺗﺮ	to spin (yarn)	vt	u, tarr	tarra ّ	tarra ّ‫ ﺗﺮ‬vt (u, tarr) to spin (yarn)
ﺗﺮّع	to belch	vi	tirreeʿ, tatriiʿ	tarraʿ	tarraʿ ‫ ﺗﺮّع‬vi (tirreeʿ, tatriiʿ) to belch
ﺗﺮﺗﯿﺐ	arrangement, order; combination	n	pl -aat	tartiib	tartiib ‫ ﺗﺮﺗﯿﺐ‬n (pl -aat) arrangement, order; combination
ﺗﺮﻃﯿﺒﺔ	invar (slang) relaxed; well-off	adj	slang	tarṭiiba	tarṭiiba ‫ ﺗﺮﻃﯿﺒﺔ‬adj invar (slang) relaxed; well-off
ﺗﺮﯾﺎن	well-off	adj	NA	taryaan	taryaan ‫ ﺗﺮﯾﺎن‬adj well-off
ﺗﺮزي	tailor	n	pl -yya	tarzi	tarzi ‫ ﺗﺮزي‬n (pl -yya) tailor
ﺗﺴﺎﻟﻲ	pl roasted water-melon or pumpkin seeds	n	NA	tasaali	tasaali ‫ ﺗﺴﺎﻟﻲ‬n pl roasted water-melon or pumpkin seeds
ﺗﺴﺎﻣﺢ	tolerance	n	NA	tasaamuḥ	tasaamuḥ ‫ ﺗﺴﺎﻣﺢ‬n tolerance
ﺗﺴﻤّﻢ	poisoning	n	NA	tasammum	tasammum ‫ ﺗﺴﻤّﻢ‬n poisoning
ﺗﺴﺮّع	haste	n	NA	tasarruʿ	tasarruʿ ‫ ﺗﺴﺮّع‬n haste
ﺗﺴﻮّس	dry rot; tasawwus al-asnaan caries (dents)	n	NA	tasawwus	tasawwus ‫ ﺗﺴﻮّس‬n dry rot; tasawwus al-asnaan caries (dents)
ﺗﺴﮭﯿﻞ	facilitation; facility	n	pl -aat	tashiil	tashiil ‫ ﺗﺴﮭﯿﻞ‬n (pl -aat) facilitation; facility
ﺗﺴﺠﯿﻞ	registration, recording	n	pl -aat	tasjiil	tasjiil ‫ ﺗﺴﺠﯿﻞ‬n (pl -aat) registration, recording
ﺗﺴﻠﯿﻢ	delivery	n	pl -aat	tasliim	tasliim ‫ ﺗﺴﻠﯿﻢ‬n (pl -aat) delivery
ﺗﺴﻠﯿﺔ	amusement, entertainment	n	NA	tasliya	tasliya ‫ ﺗﺴﻠﯿﺔ‬n amusement, entertainment
ﺗﺴﻨﯿﻦ	determination of one's age on the basis of the teeth	n	NA	tasniin	tasniin ‫ ﺗﺴﻨﯿﻦ‬n determination of one's age on the basis of the teeth
ﺗﺴﻘﯿﻒ	education, as in: at- tasqiif al-madani civic education	n	NA	tasqiif	tasqiif ‫ ﺗﺴﻘﯿﻒ‬n education, as in: at- tasqiif al-madani civic education
ﺗﺴﺮﯾﺐ	leak(age)	n	pl -aat	tasriib	tasriib ‫ ﺗﺴﺮﯾﺐ‬n (pl -aat) leak(age)
ﺗﺴﺮﯾﺢ	release (e.g. from prison); tasriiḥ ṣaḥafi press release	n	NA	tasriiḥ	tasriiḥ ‫ ﺗﺴﺮﯾﺢ‬n release (e.g. from prison); tasriiḥ ṣaḥafi press release
ﺗﺴﺮﯾﺤﺔ	hairdo, hairstyle	n	NA	tasriiḥa	tasriiḥa ‫ ﺗﺴﺮﯾﺤﺔ‬n hairdo, hairstyle
ﺗﺴﻮﯾﻖ	marketing	n	NA	taswiig	taswiig ‫ ﺗﺴﻮﯾﻖ‬n marketing
ﺗﺴﻮﯾﺔ	settlement (e.g. of a business matter, a loan, accounts)	n	NA	taswiya	taswiya ‫ ﺗﺴﻮﯾﺔ‬n settlement (e.g. of a business matter, a loan, accounts)
ﺗﺴﯿﯿﻞ	clearing; liquidation (financial)	n	pl -aat	tasyiil	tasyiil ‫ ﺗﺴﯿﯿﻞ‬n (pl -aat) clearing; liquidation (financial)
ﺗﺼﺎدم	bumper (e.g. of a car)	n	NA	taṣaadum	taṣaadum ‫ ﺗﺼﺎدم‬n 1 bumper (e.g. of a car) 2 (pl -aat) collision, crash
ﺗﺼﺎدم	collision, crash	n	NA	taṣaadum	taṣaadum ‫ ﺗﺼﺎدم‬n 1 bumper (e.g. of a car) 2 (pl -aat) collision, crash
ﺗﺼﺮّف	behaviour	n	pl -aat	taṣarruf	taṣarruf ‫ ﺗﺼﺮّف‬n (pl -aat) behaviour
ﺗﺼﻮّر	concept, plan	n	pl -aat	taṣawwur	taṣawwur ‫ ﺗﺼﻮّر‬n (pl -aat) concept, plan
ﺗﺼﺒﯿﺮة	any snack or small dish to take the edge off hunger before a meal	n	NA	taṣbiira	taṣbiira ‫ ﺗﺼﺒﯿﺮة‬n any snack or small dish to take the edge off hunger before a meal
ﺗﺼﺪﯾﻖ	approval; permit; licence	n	pl -aat	taṣdiig	taṣdiig ‫ ﺗﺼﺪﯾﻖ‬n (pl -aat) approval; permit; licence
ﺗﺼﺪﯾﺮ	export; izin/taṣriiḥ taṣdiir export license	n	pl -aat	taṣdiir	taṣdiir ‫ ﺗﺼﺪﯾﺮ‬n (pl -aat) export; izin/taṣriiḥ taṣdiir export license
ﺗﺼﻔﯿﺔ	sifting; filtering; refinement (e.g. of petrol, sugar)	n	NA	taṣfiya	taṣfiya ‫ ﺗﺼﻔﯿﺔ‬n 1 sifting; filtering; refinement (e.g. of petrol, sugar) 2 clearing; liquidation (financial) 3 murder, revenge-killing
ﺗﺼﻔﯿﺔ	clearing; liquidation (financial)	n	NA	taṣfiya	taṣfiya ‫ ﺗﺼﻔﯿﺔ‬n 1 sifting; filtering; refinement (e.g. of petrol, sugar) 2 clearing; liquidation (financial) 3 murder, revenge-killing
ﺗﺼﻔﯿﺔ	murder, revenge-killing	n	NA	taṣfiya	taṣfiya ‫ ﺗﺼﻔﯿﺔ‬n 1 sifting; filtering; refinement (e.g. of petrol, sugar) 2 clearing; liquidation (financial) 3 murder, revenge-killing
ﺗﺼﻠﯿﺢ	repair	n	pl -aat	taṣliiḥ	taṣliiḥ ‫ ﺗﺼﻠﯿﺢ‬n (pl -aat) repair
ﺗﺼﻤﯿﻢ	design lay-out	n	pl -aat	taṣmiim	taṣmiim ‫ ﺗﺼﻤﯿﻢ‬n (pl -aat) design lay-out
ﺗﺼﻨﯿﻒ	classification, categorisation	n	pl -aat	taṣniif	taṣniif ‫ ﺗﺼﻨﯿﻒ‬n (pl -aat) classification, categorisation
ﺗﺼﺮﯾﻒ	drainage	n	pl -aat	taṣriif	taṣriif ‫ ﺗﺼﺮﯾﻒ‬n (pl -aat) drainage
ﺗﺼﺮﯾﻔﺔ	drainage	n	NA	taṣriifa	taṣriifa ‫ ﺗﺼﺮﯾﻔﺔ‬n drainage
ﺗﺼﺮﯾﺢ	permit, licence; taṣriiḥ istiiraad import licence; taṣriiḥ iqaama stay or residence permit	n	pl taṣaariiḥ	taṣriiḥ	taṣriiḥ ‫ ﺗﺼﺮﯾﺢ‬n (pl taṣaariiḥ) permit, licence; taṣriiḥ istiiraad import licence; taṣriiḥ iqaama stay or residence permit
ﺗﺼﻮﯾﺮ	photography; aalat taṣwiir photocopier	n	NA	taṣwiir	taṣwiir ‫ ﺗﺼﻮﯾﺮ‬n photography; aalat taṣwiir photocopier
ﺗﺸﺎﺑﮫ	resemblance	n	pl -aat	tashaabuh	tashaabuh ‫ ﺗﺸﺎﺑﮫ‬n (pl -aat) resemblance
ﺗﺸﺎد	n Chad	prop	NA	tashaad	tashaad ‫ ﺗﺸﺎد‬prop n Chad
ﺗﺸﺎدي	Chadian	adj	NA	tashaadi	tashaadi ‫ ﺗﺸﺎدي‬(pl -yyiin) adj Chadian • n a Chadian
ﺗﺸﺎدي	a Chadian	n	NA	tashaadi	tashaadi ‫ ﺗﺸﺎدي‬(pl -yyiin) adj Chadian • n a Chadian
ﺗﺸﻨّﺞ	convulsion, seizure	n	pl -aat	tashannuj	tashannuj ‫ ﺗﺸﻨّﺞ‬n (pl -aat) convulsion, seizure
ﺗﺸﺒﯿﻚ	networking	n	pl -aat	tashbiik	tashbiik ‫ ﺗﺸﺒﯿﻚ‬n (pl -aat) networking
ﺗﺸﺨﯿﺺ	diagnosis	n	NA	tashkhiiṣ	tashkhiiṣ ‫ ﺗﺸﺨﯿﺺ‬n diagnosis
ﺗﺸﺮﯾﺢ	dissection	n	NA	tashriiḥ	tashriiḥ ‫ ﺗﺸﺮﯾﺢ‬n 1 dissection 2 study of anatomy
ﺗﺸﺮﯾﺢ	study of anatomy	n	NA	tashriiḥ	tashriiḥ ‫ ﺗﺸﺮﯾﺢ‬n 1 dissection 2 study of anatomy
ّ ﺗﺶ	to singe	vt	i, tashsh, tashashaan	tashsha ّ	tashsha ّ‫ ﺗﺶ‬vt (i, tashsh, tashashaan) to singe
ﺗﺸّﺎﺷﻲ	hawker, pedlar	n	tashshaasha	tashshaashi	tashshaashi ‫ ﺗﺸّﺎﺷﻲ‬n (tashshaasha) hawker, pedlar
ﺗﺸﻮﯾﺶ	disturbance (by sound), interference (in radio signal)	n	NA	tashwiish	tashwiish ‫ ﺗﺸﻮﯾﺶ‬n disturbance (by sound), interference (in radio signal)
ﺗﺘﺎﻧﻮس	tetanus	n	NA	tatanus	tatanus ‫ ﺗﺘﺎﻧﻮس‬n tetanus
ﺗﻄﻌﯿﻢ	vaccination	n	NA	taṭʿiim	taṭʿiim ‫ ﺗﻄﻌﯿﻢ‬n vaccination
ﺗﻄﺮّف	extremism	n	NA	taṭarruf	taṭarruf ‫ ﺗﻄﺮّف‬n extremism
ﺗﻄﻮّع	volunteering	n	NA	taṭawwuʿ	taṭawwuʿ ‫ ﺗﻄﻮّع‬n volunteering
ﺗﻄﻮّر	development; taṭawwuraat siyaasiyya political developments	n	pl -aat	taṭawwur	taṭawwur ‫ ﺗﻄﻮّر‬n (pl -aat) development; taṭawwuraat siyaasiyya political developments
ﺗﻄﺒﯿﻖ	implementation	n	pl -aat	taṭbiig	taṭbiig ‫ ﺗﻄﺒﯿﻖ‬n (pl -aat) implementation
ﺗﻄﮭﯿﺮ	cleansing, purification disinfection; taṭhiir ʿirgi ethnic cleansing	n	NA	taṭhiir	taṭhiir ‫ ﺗﻄﮭﯿﺮ‬n cleansing, purification disinfection; taṭhiir ʿirgi ethnic cleansing
ﺗﻄﺮﯾﺰ	embroidery	n	NA	taṭriiz	taṭriiz ‫ ﺗﻄﺮﯾﺰ‬n embroidery
ﺗﻄﻮﯾﺮ	development	n	NA	taṭwiir	taṭwiir ‫ ﺗﻄﻮﯾﺮ‬n development
ﺗﻮﻋﯿﺔ	awareness-raising	n	NA	tawʿiya	tawʿiya ‫ ﺗﻮﻋﯿﺔ‬n awareness-raising
ﺗﻮءم	a twin	n	pl teemaan	tawꞌam	tawꞌam ‫ ﺗﻮءم‬n (pl teemaan) a twin
ﺗﻮاﺿﻊ	humility	n	NA	tawaaḍuʿ	tawaaḍuʿ ‫ ﺗﻮاﺿﻊ‬n humility
ﺗﻮاﺻﻞ	communication	n	pl -aat	tawaaṣul	tawaaṣul ‫ ﺗﻮاﺻﻞ‬n (pl -aat) communication
ﺗﻮازن	equilibrium, balance	n	pl -aat	tawaazun	tawaazun ‫ ﺗﻮازن‬n (pl -aat) equilibrium, balance
ﺗﻮﻗّﻊ	expectation	n	pl -aat	tawagguʿ	tawagguʿ ‫ ﺗﻮﻗّﻊ‬n (pl -aat) expectation
ﺗﻮﻟﯿﺖ	toiletries (comb, cream, perfume, etc. for women)	n	NA	tawaleet	tawaleet ‫ ﺗﻮﻟﯿﺖ‬n 1 toiletries (comb, cream, perfume, etc. for women) 2 toilet-table, dressing-table
ﺗﻮﻟﯿﺖ	toilet-table, dressing-table	n	NA	tawaleet	tawaleet ‫ ﺗﻮﻟﯿﺖ‬n 1 toiletries (comb, cream, perfume, etc. for women) 2 toilet-table, dressing-table
ﺗﻮﻗّﻊ	expectation	n	pl -aat	tawaqquʿ	tawaqquʿ ‫ ﺗﻮﻗّﻊ‬n (pl -aat) expectation
ﺗﻮﺗّﺮ	tension	n	pl -aat	tawattur	tawattur ‫ ﺗﻮﺗّﺮ‬n (pl -aat) tension
ﺗﻮﺿﯿﺢ	clarification, explanation	n	pl -aat	tawḍiiḥ	tawḍiiḥ ‫ ﺗﻮﺿﯿﺢ‬n (pl -aat) clarification, explanation
ﺗﻮﻓﯿﻖ	tawfiiq, in shaa Allah success!	n	NA	tawfiiq	tawfiiq ‫ ﺗﻮﻓﯿﻖ‬n tawfiiq, in shaa Allah success!
ﺗﻮﻓﯿﺮ	saving (money)	n	NA	tawfiir	tawfiir ‫ ﺗﻮﻓﯿﺮ‬n saving (money)
ﺗﻮﺣﯿﺪ	at-tawḥiid (Isl) the doctrine of the oneness of God	n	NA	tawḥiid	tawḥiid ‫ ﺗﻮﺣﯿﺪ‬n at-tawḥiid (Isl) the doctrine of the oneness of God
ﺗﻮﻗﯿﻊ	signature	n	pl -aat	tawqiiʿ	tawqiiʿ ‫ ﺗﻮﻗﯿﻊ‬n (pl -aat) signature
ﺗﻮرﯾﺪ	supply	n	pl -aat	tawriid	tawriid ‫ ﺗﻮرﯾﺪ‬n (pl -aat) supply
ﺗﻮﺻﯿﻠﺔ	extension lead	n	NA	tawṣiila	tawṣiila ‫ ﺗﻮﺻﯿﻠﺔ‬n extension lead
ﺗﻮﺻﯿﺔ	recommendation	n	NA	tawṣiya	tawṣiya ‫ ﺗﻮﺻﯿﺔ‬n recommendation
ﺗﻮّر	to wake s.o. up, rouse	vt	tiwweer	tawwar	tawwar ‫ ﺗﻮّر‬vt (tiwweer) to wake s.o. up, rouse • vi (tatwiir) to develop teeth
ﺗﻮّر	to develop teeth	vi	tatwiir	tawwar	tawwar ‫ ﺗﻮّر‬vt (tiwweer) to wake s.o. up, rouse • vi (tatwiir) to develop teeth
ﺗﻮزﯾﻊ	distribution	n	pl -aat	tawziiʿ	tawziiʿ ‫ ﺗﻮزﯾﻊ‬n (pl -aat) distribution
ﺗﯿّﺎر	current, stream; ʿaks/ḍidd at-tayyaar upstream, (also fig) against the stream	n	pl -aat	tayyaar	tayyaar ‫ ﺗﯿّﺎر‬n (pl -aat) current, stream; ʿaks/ḍidd at-tayyaar upstream, (also fig) against the stream
ﺗﺰﻛﺮة	ticket	n	pl tazaakir	tazkira	tazkira ‫ ﺗﺰﻛﺮة‬n (pl tazaakir) ticket
ﺗﺰﻛﯿﺔ	recommendation	n	NA	tazkiya	tazkiya ‫ ﺗﺰﻛﯿﺔ‬n recommendation
ﺗﺰوﯾﺮ	forgery, falsification	n	NA	tazwiir	tazwiir ‫ ﺗﺰوﯾﺮ‬n forgery, falsification
ﺗﯿﺒﺎر	large earthenware vessel (for water)	n	pl -aat	teebaar	teebaar ‫ ﺗﯿﺒﺎر‬n (pl -aat) large earthenware vessel (for water)
ﺗﯿﻤﺎن	pl (sg toom) twins	n	NA	teemaan	teemaan ‫ ﺗﯿﻤﺎن‬n pl (sg toom) twins
ﺗﯿﺮب	to sow	vt	teeraab	teerab	teerab ‫ ﺗﯿﺮب‬vt (teeraab) to sow
ﺗﯿﺲ	he-goat	n	pl tiyuus	tees	tees ‫ ﺗﯿﺲ‬n (pl tiyuus) he-goat
ﺗﯿﺘﻞ	hartebeest	n	pl tayaatil	teetal	teetal ‫ ﺗﯿﺘﻞ‬n (pl tayaatil) hartebeest
ﺗﺮس	(agr) terrace	n	pl turuus	teras	teras ‫ ﺗﺮس‬n (pl turuus) (agr) terrace
ﺗﺮﻣﻮﻣﺘﺮ	thermometer	n	pl -aat	termomitir	termomitir ‫ ﺗﺮﻣﻮﻣﺘﺮ‬n (pl -aat) thermometer
ﺗﺴﺘﺔ	roadworthiness test (of a car)	n	NA	testa	testa ‫ ﺗﺴﺘﺔ‬n roadworthiness test (of a car)
ﺗﻌﺪاد	census	n	NA	tiʿdaad	tiʿdaad ‫ ﺗﻌﺪاد‬n census
ﺗﻌﺐ	to be(come) tired; to suffer; ma tatʿab nafs-ak don’t bother	vi	a, taʿab	tiʿib	tiʿib ‫ ﺗﻌﺐ‬vi (a, taʿab) to be(come) tired; to suffer; ma tatʿab nafs-ak don’t bother
ﺗﺒﻊ	to follow, go along behind (e.g. a car)	vt	a, tabaʿaan	tibiʿ	tibiʿ ‫ ﺗﺒﻊ‬vt (a, tabaʿaan) to follow, go along behind (e.g. a car)
ﺗﺒﻦ	hay (used for roofing)	n	NA	tibin	tibin ‫ ﺗﺒﻦ‬n hay (used for roofing)
ﺗﺒﺶ	a round variety of cucumber(s); ʿaḍalaat tibish strong biceps	coll n	NA	tibish	tibish ‫ ﺗﺒﺶ‬coll n a round variety of cucumber(s); ʿaḍalaat tibish strong biceps
ﺗﻔﻞ	dregs (e.g. of coffee, tea)	n	NA	tifil	tifil ‫ ﺗﻔﻞ‬n dregs (e.g. of coffee, tea)
ﺗﻘﻞ	baboon	n	pl tuguul	tigil	tigil ‫ ﺗﻘﻞ‬n (pl tuguul) baboon
ﺗﺤﺸّﺮ	curiosity	n	NA	tiḥishshir	tiḥishshir ‫ ﺗﺤﺸّﺮ‬n curiosity
ﺗﺤﺖ	under	prep	NA	tiḥit	tiḥit ‫ ﺗﺤﺖ‬prep under • adv down
