Argentina;Gerala Mario Alberto;Argentina;Food crops;[2016] Concluded (Contract signed);903;Soya Beans
Argentina;Inversora Juramento S.A.;Argentina;Livestock;[2014] Concluded (Contract signed);4017;
Argentina;Karlen Andrea;Argentina;Food crops;[2000] Concluded (Contract signed);3990;Corn (Maize), Soya Beans
Argentina;Karlen Daniel;Argentina;Food crops;[2016] Concluded (Contract signed);2847;Bean, Corn (Maize), Soya Beans
Argentina;Karlen Juan José;Argentina;Food crops, Livestock;[2010] Concluded (Contract signed);16584;Bean
Argentina;Karlen Juan José, Karlen Daniel;Argentina;Food crops;[2016] Concluded (Contract signed);6685;Bean, Corn (Maize), Soya Beans
Argentina;Mas Agropecuaria SA.;Argentina;Food crops;[2003] Concluded (Contract signed);970;Bean
Colombia;Promotora Hacienda las Flores, Chemonics international Inc - USAID;Colombia, United States of America;Biofuels;[2001] Concluded (Contract signed);1050;Oil Palm
Nigeria;Choice International Group, Triton Aqua Africa Ltd.,  Alluvial Farm Nigeria Ltd.;China, Nigeria;;[2017] Intended (Under negotiation);;
Congo;Good Farm;Uganda;;[2017] Intended (Under negotiation);;
Colombia;Oleoflores, Unilever PLC, Fedepalma, Embassy ;Colombia, United Kingdom of Great Britain and Northern Ireland, Netherlands;Biofuels;[2010] Concluded (Contract signed);4000;Oil Palm
Brazil;Moringa SCA SICAR;France;Food crops;[2013] Concluded (Contract signed);1000;Palms
Belize;TexBel Agricultural Investments Ltd., Moringa SCA SICAR;Belize, France;Food crops;[2013] Concluded (Contract signed);1214;Citrus Fruits, Coconut
Ecuador;Grupo EPACEM;Ecuador;Biofuels;[2004] Concluded (Contract signed);6000;Oil Palm
Ecuador;Grupo EPACEM;Ecuador;Biofuels, For wood and fibre;[2012] Concluded (Contract signed);6500;Oil Palm, Teak
Paraguay;Villa Oliva Rice SA.;Brazil;Food crops;[2014] Concluded (Contract signed);12000;Rice
Ukraine;Astarta Holding NV;Netherlands;Food crops, Livestock;[2017] Concluded (Contract signed);4600;Sun Flower, Corn (Maize), Soya Beans, Wheat
Ukraine;Astarta Holding NV;Netherlands;Food crops, Livestock;[2017] Concluded (Contract signed);2800;Fodder Plants, Cereals (no specification), Wheat
Ukraine;Astarta Holding NV;Netherlands;Food crops, Non-food agricultural commodities;[2015] Concluded (Contract signed);1900;Fodder Plants, Sun Flower, Sugar beet, Corn (Maize), Wheat
Ukraine;Astarta Holding NV;Netherlands;Food crops, Livestock, Non-food agricultural commodities;[2006] Concluded (Contract signed);4000;Fodder Plants, Barley, Sun Flower, Sugar beet, Corn (Maize), Soya Beans, Wheat
Ukraine;Astarta Holding NV;Netherlands;Agriunspecified, Food crops, Livestock;[2007] Concluded (Contract signed);1700;Fodder Plants, Barley, Sun Flower, Sugar beet, Wheat
Ukraine;MHP S.E.;Cyprus;Food crops, Livestock;[2012] Concluded (Contract signed);1996;Barley, Sun Flower, Rapeseed, Corn (Maize), Soya Beans, Wheat
Ukraine;MHP S.E.;Cyprus;Food crops, Livestock;[2012] Concluded (Contract signed);2100;Sun Flower, Rapeseed, Corn (Maize), Soya Beans, Wheat
Ukraine;  Industrial Milk Company (IMC) S.A.;Luxembourg;Food crops, Livestock, Non-food agricultural commodities;[2012] Concluded (Contract signed);1400;Corn (Maize), Fodder Plants, Wheat
Ukraine;  Industrial Milk Company (IMC) S.A.;Luxembourg;Food crops, Livestock, Non-food agricultural commodities;[2012] Concluded (Contract signed);33439;Fodder Plants, Sun Flower, Sugar beet, Corn (Maize), Wheat
Ukraine;  Industrial Milk Company (IMC) S.A.;Luxembourg;Food crops;[2012] Concluded (Contract signed);1200;Corn (Maize)
Ukraine;  Industrial Milk Company (IMC) S.A.;Luxembourg;Food crops, Livestock, Non-food agricultural commodities;[2012] Concluded (Contract signed);6000;Barley, Sugar beet, Corn (Maize), Soya Beans, Wheat
Ukraine;  Industrial Milk Company (IMC) S.A.;Luxembourg;Food crops, Livestock;[2013] Concluded (Contract signed);20000;Sun Flower, Corn (Maize), Soya Beans, Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops, Livestock;[2017] Concluded (Contract signed);3100;Sun Flower, Corn (Maize), Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;[2017] Concluded (Contract signed);3900;Corn (Maize), Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;Concluded (Contract signed);2000;Corn (Maize), Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops, Livestock, Non-food agricultural commodities;[2017] Concluded (Contract signed);2600;Fodder Plants, Corn (Maize), Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;[2017] Concluded (Contract signed);1400;Sun Flower, Corn (Maize), Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Agriunspecified, Food crops;[2017] Concluded (Contract signed);1700;Sun Flower, Sugar beet, Corn (Maize), Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;[2017] Concluded (Contract signed);1300;Sun Flower, Corn (Maize), Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Agriunspecified, Food crops;[2017] Concluded (Contract signed);1700;Sun Flower, Sugar beet, Corn (Maize), Wheat
Argentina;Bepesa SA.;Argentina;Livestock;[2009] Concluded (Contract signed);3119;
Argentina;Emprendimientos Aguas Blancas SA.;Argentina;For wood and fibre;[2008] Concluded (Contract signed);1928;Trees
Argentina;Cervera Nestor;Argentina;Livestock;[2006] Concluded (Contract signed);3378;
Argentina;Cervera Nestor;Argentina;Livestock;[2007] Concluded (Contract signed);21338;
Argentina;Estancia Río Colorado SA.;Argentina;Food crops;[2007] Concluded (Contract signed);1689;Bean, Soya Beans, Sugar Cane
Argentina;Cignetti Pedro Luis, Cignetti Jorge Ricardo;Argentina;Livestock;[2007] Concluded (Contract signed);2899;
Argentina;Cresud S.A.;Argentina;Food crops, Livestock;[2002] Concluded (Contract signed);235921;Corn (Maize), Soya Beans
Argentina;Atta Miguel Gerala;;Livestock;[2008] Concluded (Contract signed);3553;
Argentina;Gerala Mario Ernesto;;Agriunspecified;[2012] Concluded (Contract signed);486;
Argentina;Seaboard Corporation;United States of America;Biofuels, Food crops;[2006] Concluded (Contract signed);4593;Sugar Cane
Argentina;Mancini Jose Segundo;Argentina;Food crops;[2000] Concluded (Contract signed);1794;Bean
Argentina;Karlen Juan José;Argentina;Agriunspecified;[2007] Concluded (Contract signed);6254;
Argentina;Lobbot SA.;Argentina;Livestock;[2006] Concluded (Contract signed);4973;
Argentina;Zazzarini Juan Carlos;Argentina;Food crops;[2004] Concluded (Contract signed);300;Bean
Argentina;Alberto Vidizzoni Agroforestal SA.;Argentina;Livestock;[2003] Concluded (Contract signed);3769;
Argentina;Cano Balestrero Clidanor ;Argentina;Food crops, Livestock;[2011] Concluded (Contract signed);3983;Corn (Maize)
Argentina;Las Lajitas SA.;Argentina;Food crops, Livestock;[2007] Concluded (Contract signed);1165;
Argentina;Las Leguas SA.;Argentina;Livestock;[2007] Concluded (Contract signed);4599;
Argentina;Macri Franco;Argentina;Livestock;[2006] Concluded (Contract signed);15180;
Argentina;Brignone Clemar Mario;Argentina;Food crops, Livestock;[2002] Concluded (Contract signed);1652;Bean
Argentina;Martino, Gerardo/ Cicutti, Favio/ Theiler, Jorge/ Theiler, Shirley , Martino Gerardo, Cicutti Favio, Theiler Jorge, Theiler Shirley ;Argentina;Livestock;[2014] Concluded (Contract signed);4216;
Argentina;Macri Mauricio, Caputo Nicolas, Los Tikey SRL;Argentina;Livestock;[2015] Concluded (Contract signed);10624;
Argentina;Tierra Vasca SA.;Argentina;Livestock;[2005] Concluded (Contract signed);28188;
Argentina;Muzi Fernando Omar;Argentina;Livestock;[2014] Concluded (Contract signed);3306;
Argentina;Quebracho Colorado SA.;United States of America;Livestock;[2004] Concluded (Contract signed);30535;
Argentina;Clarsan SACIFyA, Bepesa SA.;Argentina;Livestock;[2005] Concluded (Contract signed);7414;
Argentina;Sona Guillermo Aldo, Sona Adriana;Argentina;Livestock;[2007] Concluded (Contract signed);2072;
Argentina;Jaldo Carlos Antonio;Argentina;Food crops;[2005] Concluded (Contract signed);699;Bean
Argentina;Torello Jose Maria, Gaviña Naon, Matias, Montovio Pedro ;Argentina;Livestock;[2016] Concluded (Contract signed);1824;
Argentina;Agsof SA, Gomez Maria de los Angeles;Argentina;Food crops;[2011] Concluded (Contract signed);390;Soya Beans
Argentina;Ramon Tuma SA.;Argentina;Biofuels, Food crops;[2004] Concluded (Contract signed);4191;Citrus Fruits, Sugar Cane
Argentina;Agustin Vidizzoni SA;Argentina;Livestock;[2013] Concluded (Contract signed);2343;
Argentina;Grupo Navilli;Argentina;Food crops, Livestock;[2007] Concluded (Contract signed);3008;Cotton, Soya Beans
Argentina;Dumi, Nestor, Dumit Jose;Argentina;Livestock;[2010] Concluded (Contract signed);1234;
Argentina;El Paso del Virrey SA;Argentina;Food crops, Livestock;[2003] Concluded (Contract signed);6073;Corn (Maize), Soya Beans
Argentina;Estraberries SA;Argentina;Food crops;[2006] Concluded (Contract signed);206;Fruit
Argentina;Lobbot SA.;Argentina;Livestock;[2006] Concluded (Contract signed);2228;
Argentina;Melintre SA.;Argentina;Livestock;[2011] Concluded (Contract signed);1311;
Argentina;Puramel SA;Argentina;Food crops;[2008] Concluded (Contract signed);636;Cotton, Soya Beans
Argentina;Rumbo Norte Proyectos Inmobiliarios Rurales SA;Argentina;Livestock;[2007] Concluded (Contract signed);2545;
Argentina;Walter Mario Conta SRL;Argentina;Food crops, Livestock;[2008] Concluded (Contract signed);2200;Bean, Corn (Maize), Soya Beans
Argentina;Mercado Daniel Osvaldo;Argentina;Livestock;[2007] Concluded (Contract signed);759;
Argentina;Prosion SA.;Argentina;Food crops;[2011] Concluded (Contract signed);1257;
Argentina;Seaboard Corporation;United States of America;Biofuels, Food crops, Livestock;[2004] Concluded (Contract signed);5114;Soya Beans, Sugar Cane
Argentina;FGF Trapani SRL;Argentina;Food crops;[2005] Concluded (Contract signed);299;Citrus Fruits
Argentina;Rio Foyel SA.;Argentina;Food crops, Livestock;[2009] Concluded (Contract signed);724;Soya Beans
Argentina;Alberto Vidizzoni Agroforestal SA.;Argentina;Biofuels, Food crops, Livestock;[2007] Concluded (Contract signed);541;Soya Beans, Sugar Cane
Argentina;Agustin Vidizzoni SA;Argentina;Food crops;[2001] Concluded (Contract signed);207;Soya Beans
Argentina;Charco SRL.;Argentina;Food crops, Livestock;[2000] Concluded (Contract signed);3177;Bean, Corn (Maize), Sesame
Argentina;Palo Colorado SA.;Argentina;Livestock;[2013] Concluded (Contract signed);8321;
Honduras;Camarones del Sur SA de CV.;Honduras;Other (please specify);[2011] Concluded (Contract signed);820;
Honduras;Cultivos Marinos SA de CV.;Honduras;Other (please specify);[2013] Concluded (Contract signed);674;
Honduras;Grupo Granjas Marinas SA.;Honduras;Other (please specify);[2013] Concluded (Contract signed);5206;
Argentina;Agrodesmontes SA;Argentina;Livestock;[2007] Concluded (Contract signed);8788;
Argentina;Agroindustrias Ezrah SA.;Argentina;Livestock;[2011] Concluded (Contract signed);45673;
Argentina;Agro Noa SRL.;Argentina;Livestock;[2011] Concluded (Contract signed);2385;
Argentina;Baguales SA.;Argentina;Livestock;[2005] Concluded (Contract signed);2487;
Argentina;Boccolini Hector;Argentina;Livestock;[2007] Concluded (Contract signed);1656;
Nicaragua;José Antonio Solís Durón;Nicaragua;Livestock;[2014] Concluded (Contract signed);1397;
Nicaragua;Camarones del Pacifico SA.;Nicaragua;Food crops;[2012] Concluded (Contract signed);1350;Cacao
Nicaragua;Mercon Coffee Group;Netherlands;Food crops;[2005] Concluded (Contract signed);1223;Coffee Plant
Nicaragua;Fresh Del Monte Produce;Cayman Islands;Food crops;[2008] Concluded (Contract signed);1000;Pineapple
Nicaragua;Agrodesarrollo SA.;Nicaragua;Biofuels;[2008] Concluded (Contract signed);8452;Oil Palm
Myanmar;Yunnan Hongyu Group Co., Ltd.;China;Non-food agricultural commodities;Concluded (Contract signed);100000;Rubber
Myanmar;Yunnan Hongyu Group Co., Ltd.;China;Food crops;Concluded (Contract signed);6600;
Myanmar;Yunnan Hongyu Group Co., Ltd.;China;Food crops;Concluded (Contract signed);;Banana, Food crops (no specification), Fruit, Tea
Myanmar;Yunnan State Farms Group;China;Non-food agricultural commodities;[2007] Concluded (Contract signed);1333;Rubber
Myanmar;Gaoshen Group;China;;;;Rubber
Myanmar;Myanmar Thilawa SEZ Holdings Public Ltd, MMS Thilawa Development Co., Ltd, Thilawa SEZ Management Committee, Japanese International Cooperation Agency (JICA) ;Myanmar, Japan;Industry;[2013] Concluded (Contract signed);2400;
Myanmar;Wuhan Kaidi, Myanmar Industrial Crops Development Enterprise;China, Myanmar;Agriunspecified, Food crops;Concluded (Contract signed);200000;Corn (Maize), Jatropha, Sugar Cane
Myanmar;State Development and Investment  Corporation, Great Wall Company;China, Myanmar;Biofuels;Concluded (Contract signed);200000;Cassava (Maniok), Corn (Maize), Sugar Cane
Myanmar; China Power Investment Corporation, Ministry of Electric Power, Myanmar Asia World Company;China, Myanmar;Renewable Energy;[2007] Concluded (Contract signed);40500;
Ukraine;Cacique Limited;Cyprus;Food crops;[2018] Concluded (Contract signed);2300;Sun Flower, Corn (Maize), Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;[2017] Concluded (Contract signed);3900;Sun Flower, Corn (Maize), Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;[2017] Concluded (Contract signed);700;Grains, Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;[2017] Concluded (Contract signed);6354;Sun Flower, Corn (Maize), Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;[2017] Concluded (Contract signed);2400;Sun Flower, Rapeseed, Sugar beet, Corn (Maize), Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;Concluded (Contract signed);2500;Sun Flower, Corn (Maize), Soya Beans, Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;Concluded (Contract signed);3900;Sun Flower, Corn (Maize), Wheat
Ukraine;Cacique Limited;Cyprus;Food crops;[2018] Concluded (Contract signed);1042;Sun Flower, Corn (Maize)
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;Concluded (Contract signed);2500;Sun Flower, Corn (Maize), Soya Beans, Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;Concluded (Contract signed);4901;Corn (Maize), Rapeseed, Soya Beans, Sun Flower, Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;Concluded (Contract signed);4400;Sun Flower, Corn (Maize), Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;Concluded (Contract signed);3500;Sun Flower, Corn (Maize), Soya Beans, Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;Concluded (Contract signed);6200;Sun Flower, Rapeseed, Corn (Maize), Soya Beans, Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;[2017] Concluded (Contract signed);8244;Sun Flower, Sugar beet, Corn (Maize), Soya Beans, Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;Concluded (Contract signed);3400;Sun Flower, Corn (Maize), Wheat
Ukraine;Goodvalley A/S;Denmark;Food crops, Livestock;[2018] Concluded (Contract signed);6500;Barley, Sun Flower, Rapeseed, Corn (Maize), Soya Beans, Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;Concluded (Contract signed);19500;Barley, Sun Flower, Rapeseed, Rye, Corn (Maize), Soya Beans, Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;[2017] Concluded (Contract signed);4074;Sun Flower, Corn (Maize), Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;Concluded (Contract signed);4000;Sun Flower, Corn (Maize), Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops, Livestock;[2017] Concluded (Contract signed);3579;Sun Flower, Corn (Maize), Soya Beans, Wheat
Ukraine;Cacique Limited;Cyprus;Food crops;[2018] Concluded (Contract signed);1748;Sun Flower, Corn (Maize)
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;Concluded (Contract signed);1900;Sun Flower, Corn (Maize), Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops, Livestock;Concluded (Contract signed);8700;Sun Flower, Rapeseed, Corn (Maize), Soya Beans, Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;[2017] Concluded (Contract signed);360;Sun Flower, Corn (Maize), Wheat
Myanmar;Samling Global Ltd., Stark Industries Myanmar;Malaysia, Myanmar;;[2011] Concluded (Contract signed);15378;Oil Palm
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;Concluded (Contract signed);3100;Sun Flower, Corn (Maize), Soya Beans, Wheat
Ukraine;Cacique Limited;Cyprus;Food crops;[2018] Concluded (Contract signed);3403;Sun Flower, Grains
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;Concluded (Contract signed);4400;Sun Flower, Rapeseed, Sugar beet, Corn (Maize), Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;[2017] Concluded (Contract signed);7400;Sun Flower, Wheat
Ukraine;Kernel Holding S.A.;Luxembourg;Food crops;Concluded (Contract signed);1400;Sun Flower, Corn (Maize), Wheat
Cameroon;Boh Plantations Limited (BPL);Cameroon;Food crops;[2009] Concluded (Contract signed);700;Banana
Myanmar;Chin Three Gorges Corporation, EGAT International, Department of Hydropower Planning (DHPP), International Group of Entrepreneurs Co. (IGOEC), Sinohydro Corporation of the Peoples Republic of China, China Southern Power Grid;China, Thailand, Myanmar;Renewable Energy;[2010] Intended (Expression of interest);;
